activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,units,IC50,target_chembl_id,target_organism,type
5294065,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688350,=,nM,160.0,CHEMBL279,Homo sapiens,IC50
5294066,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688351,=,nM,1400.0,CHEMBL279,Homo sapiens,IC50
5294067,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688352,=,nM,300.0,CHEMBL279,Homo sapiens,IC50
5294068,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688353,=,nM,5100.0,CHEMBL279,Homo sapiens,IC50
5294069,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688354,=,nM,3200.0,CHEMBL279,Homo sapiens,IC50
5294070,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688355,=,nM,4600.0,CHEMBL279,Homo sapiens,IC50
5294071,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688356,=,nM,3100.0,CHEMBL279,Homo sapiens,IC50
5294072,CHEMBL1695274,Inhibition of VEGFR-2 kinase assessed as phosphorylated level of pGAT-biotin peptide preincubated for 5 to 10 mins before addition of substrate measured after 2 hrs by HTRF assay,B,CHEMBL1688357,=,nM,150.0,CHEMBL279,Homo sapiens,IC50
5310429,CHEMBL1693592,Inhibition of KDR,B,CHEMBL1688860,=,nM,59.0,CHEMBL279,Homo sapiens,IC50
5310430,CHEMBL1693592,Inhibition of KDR,B,CHEMBL1688861,=,nM,6.2,CHEMBL279,Homo sapiens,IC50
6151114,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762549,=,nM,390.0,CHEMBL279,Homo sapiens,IC50
6151115,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762535,=,nM,430.0,CHEMBL279,Homo sapiens,IC50
6151116,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762534,=,nM,989.0,CHEMBL279,Homo sapiens,IC50
6151117,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762532,=,nM,589.0,CHEMBL279,Homo sapiens,IC50
6151118,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762531,=,nM,22.0,CHEMBL279,Homo sapiens,IC50
6151119,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762530,=,nM,818.0,CHEMBL279,Homo sapiens,IC50
6151120,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762529,=,nM,190.0,CHEMBL279,Homo sapiens,IC50
6151121,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762528,=,nM,141.0,CHEMBL279,Homo sapiens,IC50
6151122,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762527,=,nM,231.0,CHEMBL279,Homo sapiens,IC50
6151123,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762526,=,nM,965.0,CHEMBL279,Homo sapiens,IC50
6151124,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762525,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
6151125,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762524,=,nM,27.0,CHEMBL279,Homo sapiens,IC50
6151126,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762523,=,nM,115.0,CHEMBL279,Homo sapiens,IC50
6151127,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762522,=,nM,92.0,CHEMBL279,Homo sapiens,IC50
6151128,CHEMBL1764818,Inhibition of VEGFR2,B,CHEMBL1762521,=,nM,94.0,CHEMBL279,Homo sapiens,IC50
6154048,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL98798,=,nM,9800.0,CHEMBL279,Homo sapiens,IC50
6154051,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1278148,=,nM,9500.0,CHEMBL279,Homo sapiens,IC50
6154052,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1277620,=,nM,1650.0,CHEMBL279,Homo sapiens,IC50
6154054,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1278149,=,nM,600.0,CHEMBL279,Homo sapiens,IC50
6154057,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761929,=,nM,5800.0,CHEMBL279,Homo sapiens,IC50
6154058,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761930,=,nM,700.0,CHEMBL279,Homo sapiens,IC50
6154059,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761931,=,nM,5600.0,CHEMBL279,Homo sapiens,IC50
6154060,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761932,=,nM,600.0,CHEMBL279,Homo sapiens,IC50
6154061,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761933,=,nM,5100.0,CHEMBL279,Homo sapiens,IC50
6154063,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1277162,=,nM,60.0,CHEMBL279,Homo sapiens,IC50
6154064,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761934,=,nM,6200.0,CHEMBL279,Homo sapiens,IC50
6154068,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1277253,=,nM,600.0,CHEMBL279,Homo sapiens,IC50
6154070,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1277254,=,nM,600.0,CHEMBL279,Homo sapiens,IC50
6154071,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761936,=,nM,400.0,CHEMBL279,Homo sapiens,IC50
6154072,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761937,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
6154073,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761938,=,nM,90.0,CHEMBL279,Homo sapiens,IC50
6154074,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761939,=,nM,40.0,CHEMBL279,Homo sapiens,IC50
6154075,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761940,=,nM,60.0,CHEMBL279,Homo sapiens,IC50
6154076,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761941,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
6154077,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761942,=,nM,30.0,CHEMBL279,Homo sapiens,IC50
6154078,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761943,=,nM,5500.0,CHEMBL279,Homo sapiens,IC50
6154079,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL205089,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
6154080,CHEMBL1763555,Inhibition of recombinant human VEGFR-2-mediated poly(Glu4Tyr) phosphorylation after 1 hr,B,CHEMBL1761944,=,nM,4300.0,CHEMBL279,Homo sapiens,IC50
6154885,CHEMBL1762898,Inhibition of KDR,B,CHEMBL1762110,=,nM,4210.0,CHEMBL279,Homo sapiens,IC50
6157555,CHEMBL1763568,Inhibition of KDR at 1 uM relative to control,B,CHEMBL1615182,=,nM,40000.0,CHEMBL279,Homo sapiens,IC50
6157888,CHEMBL1764784,Inhibition of KDR,B,CHEMBL1760035,=,nM,94.0,CHEMBL279,Homo sapiens,IC50
6157889,CHEMBL1764784,Inhibition of KDR,B,CHEMBL1760057,=,nM,1370.0,CHEMBL279,Homo sapiens,IC50
6201869,CHEMBL1781088,Inhibition of KDR assessed as biotin-EGPWLEEEEEAYGWMDF peptide phosphorylation by TR-FRET assay,B,CHEMBL1779202,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
6219897,CHEMBL1785585,Inhibition of human VEGFR2 using poly[Glu:Tyr] by Hotspot assay,B,CHEMBL1784637,=,nM,2.3,CHEMBL279,Homo sapiens,IC50
6268175,CHEMBL1805367,Inhibition of VEGFR2,B,CHEMBL1270795,=,nM,36.0,CHEMBL279,Homo sapiens,IC50
6281542,CHEMBL1804195,Inhibition of human KDR,B,CHEMBL1822792,=,nM,44.0,CHEMBL279,Homo sapiens,IC50
6286505,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807469,=,nM,70.0,CHEMBL279,Homo sapiens,IC50
6286507,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807471,=,nM,160.0,CHEMBL279,Homo sapiens,IC50
6286509,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807473,=,nM,2720.0,CHEMBL279,Homo sapiens,IC50
6286511,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807475,=,nM,410.0,CHEMBL279,Homo sapiens,IC50
6286513,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807477,=,nM,450.0,CHEMBL279,Homo sapiens,IC50
6286514,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807478,=,nM,200.0,CHEMBL279,Homo sapiens,IC50
6286516,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807480,=,nM,560.0,CHEMBL279,Homo sapiens,IC50
6286517,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807483,=,nM,290.0,CHEMBL279,Homo sapiens,IC50
6286521,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807786,=,nM,140.0,CHEMBL279,Homo sapiens,IC50
6302219,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807392,=,nM,130.0,CHEMBL279,Homo sapiens,IC50
6302220,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,CHEMBL1807467,=,nM,250.0,CHEMBL279,Homo sapiens,IC50
6307661,CHEMBL1816877,Inhibition of recombinant VEGF-R2 assessed as 33Pi incorporation after 60 mins by scintillation counting,B,CHEMBL466154,=,nM,11700.0,CHEMBL279,Homo sapiens,IC50
6307662,CHEMBL1816877,Inhibition of recombinant VEGF-R2 assessed as 33Pi incorporation after 60 mins by scintillation counting,B,CHEMBL454440,=,nM,800.0,CHEMBL279,Homo sapiens,IC50
6310981,CHEMBL1816345,Inhibition of VEGFR2,B,CHEMBL558752,=,nM,1300.0,CHEMBL279,Homo sapiens,IC50
6339275,CHEMBL1828298,Inhibition of KDR activity by TR-FRET assay,B,CHEMBL1823220,=,nM,455.0,CHEMBL279,Homo sapiens,IC50
6339276,CHEMBL1828298,Inhibition of KDR activity by TR-FRET assay,B,CHEMBL1823219,=,nM,60.8,CHEMBL279,Homo sapiens,IC50
6339277,CHEMBL1828298,Inhibition of KDR activity by TR-FRET assay,B,CHEMBL1779201,=,nM,137.0,CHEMBL279,Homo sapiens,IC50
6386451,CHEMBL1837857,Inhibition of VEGFR2 juxtamembrane domain-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,B,CHEMBL1834657,=,nM,938.0,CHEMBL279,Homo sapiens,IC50
7847079,CHEMBL1912531,Inhibition of KDR,B,CHEMBL1910893,=,nM,18.0,CHEMBL279,Homo sapiens,IC50
7847080,CHEMBL1912531,Inhibition of KDR,B,CHEMBL1910892,=,nM,4760.0,CHEMBL279,Homo sapiens,IC50
7925717,CHEMBL1920332,Inhibition of KDR,B,CHEMBL1614710,=,nM,5.0,CHEMBL279,Homo sapiens,IC50
7936848,CHEMBL1920170,Inhibition of human VEGFR2 preincubated for 10 mins before ATP addition measured after 45 mins,B,CHEMBL1914676,=,nM,60.0,CHEMBL279,Homo sapiens,IC50
7936849,CHEMBL1920170,Inhibition of human VEGFR2 preincubated for 10 mins before ATP addition measured after 45 mins,B,CHEMBL1914686,=,nM,15.0,CHEMBL279,Homo sapiens,IC50
7936854,CHEMBL1920170,Inhibition of human VEGFR2 preincubated for 10 mins before ATP addition measured after 45 mins,B,CHEMBL1914911,=,nM,6580.0,CHEMBL279,Homo sapiens,IC50
7948012,CHEMBL1924443,Inhibition of KDR,B,CHEMBL1923983,=,nM,1490.0,CHEMBL279,Homo sapiens,IC50
7951438,CHEMBL1926234,"Inhibition of recombinant human VEGF-R2 using poly(Glu,Tyr)4:1 as substrate",B,CHEMBL1922224,=,nM,4950.0,CHEMBL279,Homo sapiens,IC50
7951439,CHEMBL1926234,"Inhibition of recombinant human VEGF-R2 using poly(Glu,Tyr)4:1 as substrate",B,CHEMBL518060,=,nM,4600.0,CHEMBL279,Homo sapiens,IC50
7951440,CHEMBL1926234,"Inhibition of recombinant human VEGF-R2 using poly(Glu,Tyr)4:1 as substrate",B,CHEMBL1922225,=,nM,4850.0,CHEMBL279,Homo sapiens,IC50
7951441,CHEMBL1926234,"Inhibition of recombinant human VEGF-R2 using poly(Glu,Tyr)4:1 as substrate",B,CHEMBL456936,=,nM,6010.0,CHEMBL279,Homo sapiens,IC50
7951442,CHEMBL1926234,"Inhibition of recombinant human VEGF-R2 using poly(Glu,Tyr)4:1 as substrate",B,CHEMBL517956,=,nM,4350.0,CHEMBL279,Homo sapiens,IC50
7959820,CHEMBL1932884,Inhibition of KDR,B,CHEMBL103667,=,nM,340.0,CHEMBL279,Homo sapiens,IC50
7968520,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929552,=,nM,5080.0,CHEMBL279,Homo sapiens,IC50
7968521,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929553,=,nM,480.0,CHEMBL279,Homo sapiens,IC50
7968522,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929554,=,nM,32100.0,CHEMBL279,Homo sapiens,IC50
7968523,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929555,=,nM,620.0,CHEMBL279,Homo sapiens,IC50
7968524,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929556,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
7968525,CHEMBL1932340,Inhibition of VEGFR2 tyrosine kinase activity in VEGF-stimulated human U251 cells after 60 mins by ELISA,B,CHEMBL1929557,=,nM,56700.0,CHEMBL279,Homo sapiens,IC50
7987189,CHEMBL1935944,Inhibition of VEGFR2,B,CHEMBL1933552,=,nM,21900.0,CHEMBL279,Homo sapiens,IC50
7991125,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934320,=,nM,87.0,CHEMBL279,Homo sapiens,IC50
7991126,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934321,=,nM,65.0,CHEMBL279,Homo sapiens,IC50
7991127,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934322,=,nM,73.0,CHEMBL279,Homo sapiens,IC50
7991128,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934323,=,nM,105.0,CHEMBL279,Homo sapiens,IC50
7991129,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934324,=,nM,98.0,CHEMBL279,Homo sapiens,IC50
7991130,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934325,=,nM,237.0,CHEMBL279,Homo sapiens,IC50
7991131,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934326,=,nM,23.0,CHEMBL279,Homo sapiens,IC50
7991132,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934327,=,nM,5.5,CHEMBL279,Homo sapiens,IC50
7991133,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934328,=,nM,25.0,CHEMBL279,Homo sapiens,IC50
7991134,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934329,=,nM,45.0,CHEMBL279,Homo sapiens,IC50
7991135,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934330,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
7991136,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934331,=,nM,15.0,CHEMBL279,Homo sapiens,IC50
7991137,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934332,=,nM,17.0,CHEMBL279,Homo sapiens,IC50
7991138,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1933080,=,nM,16.0,CHEMBL279,Homo sapiens,IC50
7991139,CHEMBL1937306,Inhibition of human GST-tagged VEGFR2 intracellular domain using biotin-aminohexyl-EEEEYFELVAKKKK-NH2 as substrate after 30 mins by HTRF assay,B,CHEMBL1934333,=,nM,17.0,CHEMBL279,Homo sapiens,IC50
7997492,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940181,=,nM,186.0,CHEMBL279,Homo sapiens,IC50
7997494,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940180,=,nM,759.0,CHEMBL279,Homo sapiens,IC50
7997495,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1738797,=,nM,1400.0,CHEMBL279,Homo sapiens,IC50
7997497,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940179,=,nM,3124.0,CHEMBL279,Homo sapiens,IC50
7997498,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940178,=,nM,4210.0,CHEMBL279,Homo sapiens,IC50
7997501,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940175,=,nM,2521.0,CHEMBL279,Homo sapiens,IC50
7997502,CHEMBL1942686,Inhibition of KDR using Bio-Gastrintide as substrate by TR-FRET assay in presence of 50 uM of ATP,B,CHEMBL1940174,=,nM,882.0,CHEMBL279,Homo sapiens,IC50
8001414,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940718,=,nM,287.28,CHEMBL279,Homo sapiens,IC50
8001415,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940841,=,nM,184.53,CHEMBL279,Homo sapiens,IC50
8001416,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1938421,=,nM,169.17,CHEMBL279,Homo sapiens,IC50
8001417,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940842,=,nM,176.24,CHEMBL279,Homo sapiens,IC50
8001418,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940843,=,nM,453.41,CHEMBL279,Homo sapiens,IC50
8001419,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940844,=,nM,87.11,CHEMBL279,Homo sapiens,IC50
8001420,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940845,=,nM,107.23,CHEMBL279,Homo sapiens,IC50
8001421,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940846,=,nM,81.43,CHEMBL279,Homo sapiens,IC50
8001422,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940847,=,nM,129.26,CHEMBL279,Homo sapiens,IC50
8001423,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940848,=,nM,112.52,CHEMBL279,Homo sapiens,IC50
8001424,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940849,=,nM,154.27,CHEMBL279,Homo sapiens,IC50
8001425,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940850,=,nM,207.51,CHEMBL279,Homo sapiens,IC50
8001426,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940851,=,nM,157.21,CHEMBL279,Homo sapiens,IC50
8001427,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940852,=,nM,139.36,CHEMBL279,Homo sapiens,IC50
8001428,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940853,=,nM,129.54,CHEMBL279,Homo sapiens,IC50
8001429,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940854,=,nM,561.29,CHEMBL279,Homo sapiens,IC50
8001430,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940855,=,nM,82.71,CHEMBL279,Homo sapiens,IC50
8001431,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940856,=,nM,92.23,CHEMBL279,Homo sapiens,IC50
8001432,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940857,=,nM,73.41,CHEMBL279,Homo sapiens,IC50
8001433,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940858,=,nM,112.26,CHEMBL279,Homo sapiens,IC50
8001434,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940859,=,nM,103.82,CHEMBL279,Homo sapiens,IC50
8001435,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940860,=,nM,148.31,CHEMBL279,Homo sapiens,IC50
8001436,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940861,=,nM,389.16,CHEMBL279,Homo sapiens,IC50
8001437,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940862,=,nM,267.27,CHEMBL279,Homo sapiens,IC50
8001438,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940863,=,nM,232.78,CHEMBL279,Homo sapiens,IC50
8001439,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940864,=,nM,261.88,CHEMBL279,Homo sapiens,IC50
8001441,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940866,=,nM,129.56,CHEMBL279,Homo sapiens,IC50
8001442,CHEMBL1944151,Inhibition of VEGFR-2 after 1 hr by fluorescence polarization assay,B,CHEMBL1940867,=,nM,189.07,CHEMBL279,Homo sapiens,IC50
